Country,H_HIS_Score_norm,H_Oxrollback_score_norm,H_Covidgrowth_deathsnorm,H_Covidgrowth_casesnorm,H_new_cases_smoothed_per_million_norm,H_new_deaths_smoothed_per_million_norm,H_GovernmentResponseIndexForDisplay_norm,H_INFORM_rating.Value_norm,H_wmo_don_alert,H_health_acaps,H_HIS_Score_raw,H_Oxrollback_score_raw,H_Covidgrowth_biweeklydeaths_raw,H_Covidgrowth_biweeklycases_raw,H_new_cases_smoothed_per_million_raw,H_new_deaths_smoothed_per_million_raw,H_GovernmentResponseIndexForDisplay_raw,H_INFORM_rating.Value_raw,H_wmo_don_alert_raw,H_health_acaps_raw
OMN,5.38,4.460324148955447,0,0,2.2245600000000003,1.4540000000000006,0.0799999999999983,2.5,0,0,43.1,0.491432501808262,-71.68066273263733,-62.92091238242017,55.614,0.727,79.48,3,0,0
PAK,6.9,7.393661205659452,0.6981773246833498,6.454808424184886,0.45539999999999914,0.3179999999999996,2.0830769230769244,8.25,0,0,35.5,0.687818783594743,10.472659870250245,96.82212636277329,11.385,0.159,66.46,5.3,0,0
PAN,5.26,5.118547217779956,1.1117325875615922,0,9.75784,4.106,0.8015384615384598,4.25,0,0,43.7,0.535500393964433,16.675988813423885,-3.084247120986651,243.946,2.053,74.79,3.7,0,0
PER,4.159999999999999,8.056488736356046,0,0,1.8852399999999996,5.52,1.7630769230769214,5.75,0,0,49.2,0.732194943477809,-43.05798800063296,-35.41466067930429,47.131,2.76,68.54,4.3,0,0
PHL,4.4799999999999995,4.298798732901032,0,0,1.8899599999999985,1.9600000000000009,2.3953846153846143,6.75,0,0,47.6,0.480618410123693,-2.5820872514259285,-6.253792359970861,47.249,0.98,64.43,4.7,0,0
PLW,9.620000000000001,NA,NA,NA,NA,NA,NA,4.75,0,0,21.9,NA,NA,NA,NA,NA,NA,3.9,0,0
PNG,8.44,3.1756168664199294,10,0.8499762513287958,0.1117600000000003,0.38400000000000034,5.144615384615384,9.25,0,0,27.8,0.405421626984127,277.0435381173636,12.749643769931932,2.794,0.192,46.56,5.7,0,0
POL,2.92,9.013790381030788,0,0,0.0958799999999993,0.34800000000000075,3.012307692307692,2.75,0,0,55.4,0.796286081629181,-48.83739312579867,-10.382317085356833,2.397,0.174,60.42,3.1,0,0
PRK,0,NA,NA,NA,NA,NA,NA,6.75,0,0,70.2,NA,NA,NA,NA,NA,NA,4.7,0,0
PRT,1.9400000000000013,3.47557181428948,6.967333450781295,3.4975492674180764,10,1.2880000000000003,1.7630769230769214,2,0,0,60.3,0.425503545896558,104.51000176171942,52.46323901127114,319.991,0.644,68.54,2.8,0,0
PRY,6.859999999999999,7.737611829882683,0,0,5.10336,10,4.038461538461538,4,0,0,35.7,0.710846203527602,-51.75692965291931,-31.54986014915955,127.584,7.571,53.75,3.6,0,0
QAT,5.76,7.367590666660302,0,0.28149388797546493,1.7136400000000016,0,3.2046153846153844,3.25,0,0,41.2,0.686073366644955,-67.69230769230768,4.222408319631995,42.841,0,59.17,3.3,0,0
ROU,4.840000000000001,6.266211722137218,0,0.32859469052454315,0.13275999999999932,0.3719999999999999,4.2153846153846155,4.25,0,0,45.8,0.612336284416892,-88.2929987403503,4.928920357868153,3.319,0.186,52.6,3.7,0,0
RUS,5.140000000000001,5.350550292635882,1.1032231640356187,0.7202880616563494,6.6453999999999995,10,3.373846153846154,3,0,0,44.3,0.551032949669157,16.548347460534274,10.804320924845255,166.135,5.242,58.07,3.2,0,0
RWA,7.16,3.9716295653746325,4.433209507414455,1.9287194255663191,4.11756,1.7420000000000009,3.029230769230768,7.5,0,0,34.2,0.458714505088694,66.49814261121682,28.930791383494796,102.939,0.871,60.31,5,0,0
SAU,4.140000000000001,4.042536313433248,0,0,0.6055200000000003,0.3439999999999994,2.5323076923076924,2,10,0,49.3,0.463461696541847,-33.27759197324415,-36.0968420304226,15.138,0.172,63.54,2.8,10,0
SDN,8.76,6.150409240897918,4.8268106162843,1.7809666833527995,0.043400000000000105,0.1039999999999992,8.413846153846155,9.5,0,0,26.2,0.604583333333327,72.40215924426451,26.714500250291994,1.085,0.052,25.31,5.8,0,0
SEN,6.42,4.3165322928034175,9.201403810342356,10,2.2899599999999998,0.5980000000000008,6.65076923076923,7.749999999999999,10,0,37.9,0.481805668125329,138.02105715513534,433.04117151261767,57.249,0.299,36.77,5.1,10,0
SGP,2.26,0,0,10,0.6798000000000002,0,1.1692307692307686,1.25,0,0,58.7,0.147996989491015,-100,366.29162916291637,16.995,0,72.4,2.5,0,0
SLB,9.86,6.662816505023201,NA,NA,0,0,9.63076923076923,9,0,0,20.7,0.638888888888889,NA,NA,0,0,17.4,5.6,0,0
SLE,6.359999999999999,1.7089330525456852,0,0,0.08883999999999936,0.10800000000000054,3.9261538461538468,10,0,0,38.2,0.307227462728477,-64.1622340425532,-60.569363131904495,2.221,0.054,54.48,6.1,0,0
SLV,5.159999999999999,5.39267902100252,1.8694352682082744,0.16308178851915223,0.6360799999999998,2.2460000000000004,5.769230769230769,5.5,0,0,44.2,0.553853458925469,28.041529023124106,2.4462268277872887,15.902,1.123,42.5,4.2,0,0
SOM,10,8.443408955110762,6.666666666674814e-4,6.666666666674814e-4,0.03380000000000116,0,6.201538461538462,10,0,0,16.6,0.758099168474929,0.01,0.01,0.845,0,39.69,7.3,0,0
SRB,3.540000000000001,10,0,4.345835503181508,1.0026799999999998,0.5039999999999996,4.375384615384616,4.25,0,0,52.3,1,-46.15384615384615,65.18753254772261,25.067,0.252,51.56,3.7,0,0
SSD,9.66,6.70281586511475,0,0,0.0030800000000006378,0,7.452307692307692,10,0,0,21.7,0.641566837399533,-100,-66.6061018350283,0.077,0,31.56,7.3,0,0
STP,10,NA,6.666666666674814e-4,6.666666666674814e-4,0.46931999999999974,0,NA,7.749999999999999,0,0,17.7,NA,0.01,0.01,11.733,0,NA,5.1,0,0
SUR,6.699999999999999,1.073457915433183,0,0,8.192,10,0.9615384615384617,4,0,0,36.5,0.264682539682536,-14.686635950101786,-20.781924819876053,204.8,6.332,73.75,3.6,0,0
SVK,4.420000000000001,10,1.025440939604028,0.4932213849817,0.19467999999999996,0.47000000000000064,3.373846153846154,3.25,0,0,47.9,1,15.381614094060437,7.398320774725518,4.867,0.235,58.07,3.3,0,0
SVN,0.5599999999999987,10,0,5.525186571747215,0.9015599999999999,0,3.7661538461538457,1.75,0,0,67.2,0.929163375832703,-35.38461538461539,82.87779857620822,22.539,0,55.52,2.7,0,0
SWE,0,8.972032584053109,0,0,1.171240000000001,0.14199999999999946,5.176923076923076,0.5,0,0,72.1,0.793490406149168,-48.49498327759197,-3.454461656135894,29.281,0.071,46.35,2.2,0,0
SWZ,7.779999999999999,3.507248424848508,10,10,5.98932,7.634,2.1307692307692294,8.25,0,0,31.1,0.4276242881253,561.5384615384615,240.68078526314412,149.733,3.817,66.15,5.3,0,0
SYC,7.620000000000001,10,2.307677598642565,0,10,10,2.0507692307692302,5,0,0,31.9,1,34.61516397963847,-20.893479530274586,778.64,13.074,66.67,4,0,0
SYR,10,6.031272329285349,0,0,0.014359999999999928,0.08200000000000074,6.835384615384616,6.75,0,0,19.9,0.596607142857144,-66.00759646444926,-75.66889932577934,0.359,0.041,35.57,4.7,0,0
TCD,8.24,0.8304423245814938,6.666666666674814e-4,6.666666666674814e-4,0.0038400000000002876,0,6.089230769230769,10,0,0,28.8,0.248412698412698,0.01,0.01,0.096,0,40.42,7.2,0,0
TGO,7.5,6.2909670981753685,7.677474041110404,4.882533374593506,0.3099199999999982,0.20800000000000018,4.038461538461538,9.75,10,0,32.5,0.613993651490767,115.16211061665607,73.23800061890259,7.748,0.104,53.75,5.9,10,0
THA,0,3.9355759213498773,5.782090250175356,5.719079368939784,5.95684,2.6820000000000004,3.4292307692307684,4.5,0,0,73.2,0.456300721415695,86.73135375263034,85.78619053409676,148.921,1.341,57.71,3.8,0,0
TJK,7.540000000000001,6.455364171369279,10,4.967695504625608,0.18992000000000075,0.21000000000000085,7.5,5.75,0,0,32.3,0.625,161.53846153846155,74.51543256938412,4.748,0.105,31.25,4.3,0,0
TKM,7.64,NA,NA,NA,NA,NA,5.095384615384615,3.25,0,0,31.8,NA,NA,NA,NA,NA,46.88,3.3,0,0
TLS,8.8,0,0,0,1.1615599999999997,0.2159999999999993,3.4861538461538455,8.75,0,0,26,0.137862383363397,-82.05128205128206,-16.829107424811156,29.039,0.108,57.34,5.5,0,0
TON,8.98,NA,NA,NA,NA,NA,7.692307692307692,5,0,0,25.1,NA,NA,NA,NA,NA,30,4,0,0
TTO,6.68,0.27839277991782474,0,0,5.34072,9.8,2.515384615384616,4.5,0,0,36.6,0.211453100745379,-41.12903573074124,-3.3825627925790815,133.518,4.9,63.65,3.8,0,0
TUN,7.26,4.587751579964704,3.9024419454125203,2.123890715000101,10,10,1.1538461538461533,4.25,0,0,33.7,0.499963740765721,58.536629181187806,31.8583607250015,538.074,14.142,72.5,3.7,0,0
TUR,3.5199999999999996,4.442747995571268,0,1.8881668372275797,3.58568,1.1039999999999992,1.6338461538461537,4.75,0,0,52.4,0.49025578213899,-6.0718851041431705,28.322502558413714,89.642,0.552,69.38,3.9,0,0
TUV,9.68,NA,NA,NA,NA,NA,NA,7.749999999999999,0,0,21.6,NA,NA,NA,NA,NA,NA,5.1,0,0
TZA,6.720000000000001,6.144185670888399,6.666666666674814e-4,6.666666666674814e-4,0,0,9.663076923076924,9,0,0,36.4,0.604166666666667,0.01,0.01,0,0,17.19,5.6,0,0
UGA,5.140000000000001,2.953711967251463,0,0,0.33931999999999896,1.5500000000000007,1.3938461538461553,10,0,0,44.3,0.390565141958548,-65.80712542376668,-40.411950632099895,8.483,0.775,70.94,6.1,0,0
UKR,6.4,6.65266286142438,0,0.07671074929958266,0.94388,1.2479999999999993,3.846153846153846,5,0,0,38,0.63820910464507,-30.720662921146204,1.1506612394937308,23.597,0.624,55,4,0,0
URY,5.74,7.344447224937058,0,0,3.4199599999999997,3.8659999999999997,3.253846153846154,3,0,0,41.3,0.684523918224978,-61.298183475577304,-64.81216952750597,85.499,1.933,58.85,3.2,0,0
USA,0,6.752068937402016,0.2890166076707388,8.390322292652444,4.477960000000001,1.484,2.5323076923076924,1.25,10,0,83.5,0.644864319941115,4.335249115061095,125.85483438978665,111.949,0.742,63.54,2.5,10,0
UZB,7.140000000000001,3.699211738539695,2.699905033238367,0.32088597025394705,0.6339199999999998,0.23000000000000043,3.4461538461538455,5.249999999999999,0,0,34.3,0.440476190476264,40.498575498575505,4.81328955380921,15.848,0.115,57.6,4.1,0,0
VCT,7.4,NA,6.666666666674814e-4,6.666666666674814e-4,0.9270800000000001,0,NA,5.249999999999999,0,0,33,NA,0.01,0.01,23.177,0,NA,4.1,0,0
VEN,9.4,5.3991354325941625,0,0,1.3817599999999999,0.7740000000000009,1.2984615384615381,6.000000000000001,0,0,23,0.554285714285714,-34.096177903752114,-21.187685470262146,34.544,0.387,71.56,4.4,0,0
VNM,4.18,0,10,10,1.7728000000000002,0.5920000000000005,2.235384615384616,4.5,0,0,49.1,0.112473901710766,676.2956077155474,383.9387305743869,44.32,0.296,65.47,3.8,0,0
VUT,8.78,0,6.666666666674814e-4,6.666666666674814e-4,0,0,8.526153846153846,8.25,0,0,26.1,0.163576669077683,0.01,0.01,0,0,24.58,5.3,0,0
WSM,8.72,NA,NA,NA,0,0,NA,3.25,0,0,26.4,NA,NA,NA,0,0,NA,3.3,0,0
YEM,10,4.354464752408341,0,4.8857808857808855,0.005919999999999703,0.04800000000000004,6.683076923076923,10,0,0,18.5,0.484345238095238,-16.67087011349306,73.2867132867133,0.148,0.024,36.56,6.4,0,0
ZAF,3.040000000000001,6.130982664891692,2.1382054177888046,0,8.85596,10,1.7153846153846164,6.75,0,0,54.8,0.603282728269553,32.07308126683206,-14.755146974128714,221.399,6.104,68.85,4.7,0,0
ZMB,8.26,7.588284696421008,0,0,2.752080000000001,3.636,7.547692307692308,10,0,0,28.7,0.700848784225463,-32.036665505352055,-37.36228167580606,68.802,1.818,30.94,6.1,0,0
ZWE,6.359999999999999,3.157170625612288,10,5.417596604535485,5.82236,9.092,4.0538461538461545,8.25,0,0,38.2,0.404186655149959,196.65086566435414,81.26394906803228,145.559,4.546,53.65,5.3,0,0
